iter	Logloss
613	0.3750321194
614	0.3748865115
615	0.3746965438
616	0.3746069315
617	0.3744897914
618	0.3743099747
619	0.3741797474
620	0.3740350079
621	0.373940098
622	0.3737944253
623	0.3736628219
624	0.3735199459
625	0.3734173043
626	0.3732815361
627	0.3731768499
628	0.3730738245
629	0.3729354658
630	0.3727795018
631	0.3726430876
632	0.3725289547
633	0.3724469711
634	0.3722923782
635	0.3721652803
636	0.3720917016
637	0.3719285225
638	0.3718267947
639	0.3716875632
640	0.3715328046
641	0.3714055486
642	0.3712571402
643	0.3711603453
644	0.3709927721
645	0.3708950049
646	0.3707833013
647	0.3706385555
648	0.3703978054
649	0.3703039971
650	0.3702108877
651	0.3700882539
652	0.3699995458
653	0.3698702195
654	0.3697544964
655	0.3696726529
656	0.3695955714
657	0.3693306367
658	0.3691624062
659	0.3690143434
660	0.3689292078
661	0.3688216935
662	0.3687237965
663	0.3686209142
664	0.3685433028
665	0.3684637231
666	0.3683970419
667	0.3682690114
668	0.3681895484
669	0.3680690821
670	0.3679814461
671	0.3678956809
672	0.3678263672
673	0.3677108251
674	0.3675964188
675	0.3675122649
676	0.3673952096
677	0.3672845712
678	0.3671784245
679	0.3670628467
680	0.3669519655
681	0.3667950269
682	0.3666915605
683	0.3666107
684	0.3665334789
685	0.3664444195
686	0.3663702012
687	0.3662362964
688	0.3661423969
689	0.366027162
690	0.3659001341
691	0.365765683
692	0.3656823599
693	0.3655779885
694	0.3654810178
695	0.3653567938
696	0.365248041
697	0.3651375552
698	0.3649814145
699	0.3649026269
700	0.3647738958
701	0.3646251116
702	0.3645153263
703	0.3643497457
704	0.3642558002
705	0.3641918331
706	0.3640284952
707	0.3639277906
708	0.3637650395
709	0.3637099765
710	0.3636081377
711	0.3635412683
712	0.3634452998
713	0.3633757531
714	0.3632443458
715	0.3631009015
716	0.3630222606
717	0.362860843
718	0.3627851503
719	0.3626646569
720	0.3626131351
721	0.3624014466
722	0.3623401138
723	0.3622230674
724	0.3620435653
725	0.3618754688
726	0.3617640632
727	0.3615802525
728	0.3614842986
729	0.3614373528
730	0.3613848081
731	0.3613082832
732	0.3612014152
733	0.3611454221
734	0.3609502291
735	0.3608387363
736	0.3607351321
737	0.3605872092
738	0.3605113968
739	0.3604189761
740	0.3603661829
741	0.3602345837
742	0.3600935389
743	0.3600282578
744	0.3599217462
745	0.3597570735
746	0.3596172434
747	0.3595394935
748	0.3593916711
749	0.3592643136
750	0.3591792763
751	0.3591107291
752	0.3589754246
753	0.3588365162
754	0.3587646921
755	0.3586834059
756	0.358586787
757	0.358520809
758	0.3583579746
759	0.3582446542
760	0.3581090379
761	0.3580472175
762	0.3579705891
763	0.3578436503
764	0.3576860357
765	0.3575733603
766	0.3574821179
767	0.3573584922
768	0.3573124339
769	0.3571791571
770	0.3570502125
771	0.3569825953
772	0.3568144235
773	0.3567153811
774	0.3565741006
775	0.3564801404
776	0.3563262633
777	0.3561426618
778	0.3560367472
779	0.355921135
780	0.3558620868
781	0.3557459594
782	0.355603243
783	0.3554495078
784	0.3553635513
785	0.3552679356
786	0.3552182727
787	0.3551718186
788	0.3549848016
789	0.3548222274
790	0.3547241701
791	0.3546000631
792	0.354461202
793	0.3543189562
794	0.3542259703
795	0.3541421694
796	0.3540156992
797	0.3538536116
798	0.3537609297
799	0.3536122067
800	0.3534926509
801	0.3533938662
802	0.3533560898
803	0.3532069928
804	0.3530753709
805	0.3529791194
806	0.3528971228
807	0.3527735217
808	0.3526706906
809	0.3525840507
810	0.3524850012
811	0.3523891865
812	0.3522316931
813	0.3521082691
814	0.3520506735
815	0.3519083705
816	0.3517959487
817	0.3516995462
818	0.3515822441
819	0.3514810615
820	0.3514196179
821	0.3513403707
822	0.3512033816
823	0.3510621634
824	0.350969806
825	0.3508977696
826	0.3507828243
827	0.3507056296
828	0.3505882788
829	0.3504587817
830	0.3503368709
831	0.3502411699
832	0.3501628834
833	0.350030754
834	0.3499167783
835	0.3498816347
836	0.3497759881
837	0.3497017412
838	0.3495340172
839	0.3494073088
840	0.3493174202
841	0.3492245549
842	0.3491708192
843	0.3490449906
844	0.3488724068
845	0.3487649867
846	0.348614465
847	0.3484490368
848	0.3483300597
849	0.3482101451
850	0.3481303838
851	0.34803317
852	0.3479137905
853	0.3478282981
854	0.347710299
855	0.3476524776
856	0.3475649176
857	0.3474443834
858	0.3472870606
859	0.3471364365
860	0.3469985567
861	0.346924213
862	0.3468301544
863	0.34673115
864	0.3466117285
865	0.3465115767
866	0.3463814999
867	0.3463009369
868	0.3462046819
869	0.3460671564
870	0.3459408969
871	0.3458568322
872	0.3458132649
873	0.3457273883
874	0.3456458585
875	0.3455154869
876	0.3454205496
877	0.3453223101
878	0.3452502351
879	0.345119473
880	0.3450371078
881	0.3449261286
882	0.3448397157
883	0.3446488548
884	0.3445285729
885	0.3444398442
886	0.3443931678
887	0.3442528261
888	0.3441741607
889	0.3441049232
890	0.34401477
891	0.3439718307
892	0.3438325057
893	0.3436682571
894	0.3435882232
895	0.343469772
896	0.3432941271
897	0.3431865999
898	0.3430699785
899	0.3430231701
900	0.3429826491
901	0.34287096
902	0.3427654853
903	0.3426909367
904	0.3425020778
905	0.3424371628
906	0.3423355772
907	0.3422560097
908	0.342134005
909	0.3420501089
910	0.3420212755
911	0.341894851
912	0.3417468594
913	0.341678799
914	0.341657649
915	0.341549487
916	0.3414558342
917	0.3413654314
918	0.3412593547
919	0.3411671814
920	0.3410498259
921	0.341023503
922	0.3408496139
923	0.340767408
924	0.3406445974
925	0.3405329289
926	0.3404101092
927	0.3403388543
928	0.3402118933
929	0.3400585473
930	0.339974691
931	0.3398261897
932	0.3397321636
933	0.3396405745
934	0.3394989216
935	0.3393852369
936	0.3393118851
937	0.3392237731
938	0.3391577946
939	0.3391338463
940	0.3390223139
941	0.3389531246
942	0.3388655787
943	0.3388283313
944	0.3387096912
945	0.3385732432
946	0.3385097156
947	0.338468938
948	0.3383958952
949	0.3382870054
950	0.3381493082
951	0.338065631
952	0.3379383852
953	0.3378577556
954	0.3377783938
955	0.3376875464
956	0.3375307667
957	0.3374421012
958	0.3373329273
959	0.3372012986
960	0.3370807727
961	0.3369986851
962	0.3369239816
963	0.3368443218
964	0.3367533514
965	0.3366926308
966	0.3365716478
967	0.3364329272
968	0.3363394106
969	0.3363076907
970	0.3362385718
971	0.3361643047
972	0.3360612349
973	0.3359423382
974	0.3358329619
975	0.3357500349
976	0.3357096987
977	0.3356795725
978	0.3355660618
979	0.3354699485
980	0.3353635553
981	0.3352680285
982	0.3351781323
983	0.335091754
984	0.3350122045
985	0.3349152045
986	0.3348598391
987	0.3347048129
988	0.3345917291
989	0.3344904799
990	0.3344325362
991	0.3343402991
992	0.3342161962
993	0.3341161133
994	0.3340808515
995	0.3340414405
996	0.3339405577
997	0.333896704
998	0.3337677665
999	0.3337070592
